"","Price","Fuel","Engine","Horsepower","Power_Nm","Acceleration","Consumption","CO2","Autonomy_klm","Taxation","Air_condition","Clima","Back_electric_windows","Heated_mirrors"
"798",39593," Diesel",2298,163,403,12.9,7.6,200,1092,556,"YES","NO","NO","YES"
"799",39880," Diesel",2298,190,450,11.8,7.9,207,1051,631,"YES","NO","NO","NO"
"800",42810," Diesel",2298,190,450,11.8,7.9,207,1051,631,"YES","NO","NO","YES"
"801",48009," Diesel",2298,190,450,11.8,7.9,207,1051,631,"NO","YES","NO","YES"
"802",26565," Diesel",1496,116,270,10.4,3.8,99,1263,89,"NO","YES","YES","YES"
"803",25664," Gasoline",1499,136,220,9.1,5.1,118,941,116,"NO","YES","YES","YES"
"804",220270," Gasoline",1499,102,180,11.1,5.1,119,941,117,"NO","YES","YES","YES"
"805",29616," Diesel",1995,150,330,8.5,4.1,109,1171,107,"NO","YES","YES","YES"
"806",34549," Diesel",1995,190,400,7.4,4.5,119,1067,117,"NO","YES","YES","YES"
"807",28029," Gasoline",1998,192,280,7.2,6.2,144,774,266,"NO","YES","YES","YES"
"808",44300," Hybrid-Plug-in",1499,224,385,6.8,2.4,43,1500,0,"NO","YES","YES","YES"
"809",22332," Gasoline",1598,98,153,11.9,6.1,139,836,167,"NO","YES","YES","YES"
"810",25244," Gasoline",1598,122,160,10.5,6.1,140,836,168,"NO","YES","YES","YES"
"811",27356," Diesel",1598,112,270,10.9,4.4,115,1159,113,"NO","YES","YES","YES"
"812",31369," Diesel",1598,112,270,11.6,4.9,129,1041,155,"NO","YES","YES","YES"
"813",32053," Gasoline",1598,184,240,7.6,6.1,143,836,265,"NO","YES","YES","YES"
"814",34841," Gasoline",1598,184,240,7.9,6.7,157,761,290,"NO","YES","YES","YES"
"815",32184," Diesel",1995,143,305,9.3,4.6,122,1109,146,"NO","YES","YES","YES"
"816",34697," Diesel",1995,143,305,9.4,4.9,130,1041,156,"NO","YES","YES","YES"
"818",16504," Gasoline",1198,75,150,12.8,5.1,118,784,116,"YES","NO","NO","YES"
"819",17690," Gasoline",1198,102,180,9.9,4.6,108,870,106,"YES","NO","NO","YES"
"820",19361," Diesel",1496,95,220,11.6,3.4,89,1176,0,"YES","NO","NO","YES"
"821",21163," Diesel",1496,116,270,9.2,3.5,92,1257,83,"YES","NO","NO","YES"
"822",19796," Gasoline",1499,136,230,7.9,4.5,105,978,103,"YES","NO","NO","YES"
"823",24826," Gasoline",1998,192,280,6.8,5.7,133,772,160,"NO","YES","NO","YES"
"824",21912," Diesel",1496,116,270,9.4,3.6,95,1111,86,"YES","NO","NO","YES"
"825",20551," Gasoline",1499,136,220,8.2,4.7,109,851,107,"YES","NO","NO","YES"
"826",27043," Diesel",1995,170,360,7.4,4.1,104,1073,102,"NO","YES","NO","YES"
"827",25583," Gasoline",1998,192,280,6.9,5.9,122,746,146,"NO","YES","NO","YES"
"828",25957," Gasoline",1598,122,160,10.4,6,140,783,168,"NO","YES","NO","YES"
"829",29621," Diesel",1598,112,270,10.8,4.4,115,1068,113,"NO","YES","NO","YES"
"830",32080," Diesel",1598,112,270,11.5,4.9,129,959,155,"NO","YES","NO","YES"
"831",32706," Gasoline",1598,184,240,7.5,6.1,143,770,265,"NO","YES","NO","YES"
"832",35484," Gasoline",1598,184,240,7.8,6.7,157,701,290,"NO","YES","NO","YES"
"833",32639," Gasoline",1995,143,305,9.2,4.6,122,1022,146,"NO","YES","NO","YES"
"834",17120," Gasoline",1590,117,154,11.4,5.9,135,1068,162,"YES","NO","YES","YES"
"835",19740," Gasoline",1590,117,154,11.4,5.9,135,1068,162,"NO","YES","YES","YES"
"836",21650," Gasoline",1499,163,250,10.3,6.6,151,955,279,"NO","YES","YES","YES"
"837",25500," Gasoline",1499,163,250,10.3,6.6,151,955,279,"NO","YES","YES","YES"
"838",34950," Gasoline",1499,163,250,9.8,7,159,900,294,"NO","YES","YES","YES"
"839",45900," Hybrid-Plug-in",2360,228,338,10.5,2,46,2250,0,"NO","YES","YES","YES"
"840",54900," Hybrid-Plug-in",2360,228,338,10.5,2,46,2250,0,"NO","YES","YES","YES"
"841",10640," Gasoline",999,71,88,13.6,4,92,875,83,"YES","NO","NO","NO"
"842",11150," Gasoline",999,71,88,13.6,4,92,875,83,"YES","NO","NO","NO"
"843",14750," Gasoline",1193,80,106,11.7,4.3,100,814,90,"NO","YES","YES","YES"
"844",176500," Gasoline",3799,530,612,3,12,279,617,1038,"NO","YES","NO","YES"
"857",14290," Gasoline",999,100,160,10.9,4.5,103,911,101,"YES","NO","NO","YES"
"858",14890," Gasoline",999,100,160,10.9,4.5,103,911,101,"YES","NO","NO","YES"
"859",15350," Gasoline",999,100,144,13,4.9,111,837,109,"YES","NO","NO","YES"
"860",15790," Gasoline",999,100,160,10.9,4.5,103,911,101,"NO","YES","YES","YES"
"861",15890," Gasoline",999,117,200,9.9,5,114,820,112,"YES","NO","NO","YES"
"862",16090," Gasoline",999,100,144,13,4.9,111,837,109,"YES","NO","NO","YES"
"863",16790," Gasoline",999,117,200,9.9,5,114,820,112,"NO","YES","YES","YES"
"864",16790," Gasoline",999,100,160,10.9,4.5,103,911,101,"NO","YES","YES","YES"
"865",16990," Gasoline",999,100,144,13,4.9,111,837,109,"NO","YES","YES","YES"
"866",18890," Gasoline",999,117,200,9.9,5,114,820,112,"NO","YES","YES","YES"
"867",18990," Gasoline",999,100,144,13,4.9,111,837,109,"NO","YES","YES","YES"
"868",20490," Gasoline",1332,140,240,10.5,5.3,121,1038,145,"YES","NO","YES","YES"
"869",22550," Gasoline",1332,140,240,10.5,5.3,121,1038,145,"NO","YES","YES","YES"
"870",25890," Gasoline",1332,160,270,8.9,5.3,121,1038,145,"NO","YES","YES","YES"
"871",26990," Gasoline",1332,160,270,8.9,5.3,121,1038,145,"NO","YES","YES","YES"
"872",31990," Gasoline",1332,140,240,10.5,5.3,121,1038,145,"NO","YES","YES","YES"
"873",33990," Gasoline",1332,160,270,8.9,5.3,121,1038,145,"NO","YES","YES","YES"
"874",22370," Diesel",1461,110,240,11.9,3.8,99,1447,89,"NO","YES","YES","YES"
"875",27790," Diesel",1461,110,240,11.9,3.8,99,1447,89,"NO","YES","YES","YES"
"876",25890," Diesel",1749,150,340,9.5,4.8,123,1354,148,"YES","NO","YES","YES"
"877",27290," Diesel",1749,150,340,9.5,4.8,123,1354,148,"NO","YES","YES","YES"
"878",28290," Diesel",1749,150,340,9.5,4.8,123,1354,148,"NO","YES","YES","YES"
"879",35490," Diesel",1749,150,340,9.5,4.8,123,1354,148,"NO","YES","YES","YES"
"880",26990," Gasoline",1332,1603,270,11.5,6.3,145,952,268,"NO","YES","YES","YES"
"881",28590," Gasoline",1332,1603,270,11.5,6.3,145,952,268,"NO","YES","YES","YES"
"882",34290," Gasoline",1332,1603,270,11.5,6.3,145,952,268,"NO","YES","YES","YES"
"883",25490," Diesel",1749,150,340,10.7,5.2,137,1154,164,"YES","NO","YES","YES"
"884",27690," Diesel",1749,150,340,10.7,5.2,137,1154,164,"NO","YES","YES","YES"
"885",28290," Diesel",1749,150,340,10.7,5.2,137,1154,164,"NO","YES","YES","YES"
"886",31690," Diesel",1749,150,340,12.7,5.6,146,1071,270,"NO","YES","YES","YES"
"887",32390," Diesel",1749,150,340,10.7,5.7,151,1053,279,"NO","YES","YES","YES"
"888",33190," Diesel",1749,150,340,12.7,5.6,146,1071,270,"NO","YES","YES","YES"
"889",33690," Diesel",1749,150,340,10.7,5.7,151,1053,279,"NO","YES","YES","YES"
"890",33790," Diesel",1749,150,340,10.7,5.2,137,1154,164,"NO","YES","YES","YES"
"891",33890," Diesel",1749,150,340,12.7,6,159,1000,294,"NO","YES","YES","YES"
"892",35890," Diesel",1749,150,340,12.7,6,159,1000,294,"NO","YES","YES","YES"
"893",36190," Diesel",1749,150,340,12.7,5.6,146,1071,270,"NO","YES","YES","YES"
"894",36690," Diesel",1749,150,340,10.7,5.7,151,1053,279,"NO","YES","YES","YES"
"895",38390," Diesel",1749,150,340,12.7,6,159,1000,294,"NO","YES","YES","YES"
"903",21550," Gasoline",1199,145,225,10.3,4.4,101,1091,99,"NO","YES","YES","YES"
"905",24900," Gasoline",1341,145,236,9.9,5.1,116,941,114,"NO","YES","YES","YES"
"910",21600," Diesel",1496,122,285,10.9,3.6,109,1333,107,"NO","YES","YES","YES"
"911",21700," Diesel",1496,122,300,10.3,3.1,96,1548,86,"NO","YES","YES","YES"
"917",13580," Gasoline",1199,75,118,13.2,4.1,93,976,84,"YES","NO","NO","YES"
"918",14380," Gasoline",1199,100,205,9.9,4.2,96,1048,86,"YES","NO","NO","YES"
"924",15980," Diesel",1499,102,250,10.2,3.2,85,1281,0,"YES","NO","NO","YES"
"927",16450," Gasoline",1199,81,118,14,5.1,115,882,113,"YES","NO","YES","YES"
"928",20450," Gasoline",1199,130,250,9.9,5.2,118,865,116,"NO","YES","YES","YES"
"929",21750," Gasoline",1199,110,205,11.8,5.6,127,804,152,"NO","YES","YES","YES"
"930",19550," Diesel",1560,99,254,12,3.6,93,1250,84,"YES","NO","YES","YES"
"931",21580," Diesel",1560,99,254,12,3.6,93,1250,84,"NO","YES","YES","YES"
"932",25700," Gasoline",1199,130,230,11.6,4.5,117,1178,115,"NO","YES","YES","YES"
"933",30800," Gasoline",1199,130,230,11.6,4.5,117,1178,115,"NO","YES","YES","YES"
"934",27300," Diesel",1560,120,300,11.8,4,104,1325,102,"NO","YES","YES","YES"
"935",31900," Diesel",1560,120,300,11.8,4,104,1325,102,"NO","YES","YES","YES"
"940",22000," Gasoline",1364,140,200,10.9,5.7,134,1228,161,"NO","YES","YES","YES"
"941",25900," Gasoline",1364,140,200,10.9,5.7,134,1228,161,"NO","YES","YES","YES"
"942",27400," Diesel",1598,136,320,10.9,3.8,99,1842,89,"NO","YES","YES","YES"
"943",30500," Diesel",1598,136,320,10.9,3.8,99,1842,89,"NO","YES","YES","YES"
"944",20000," Gasoline",1364,140,200,9.9,5.9,138,881,166,"NO","YES","YES","YES"
"945",24500," Gasoline",1364,140,200,9.9,6.4,144,812,266,"NO","YES","YES","YES"
"946",28100," Gasoline",1399,152,245,9.7,6.4,148,812,274,"NO","YES","YES","YES"
"947",21900," Diesel",1598,110,300,12.5,4.1,106,1268,104,"NO","YES","YES","YES"
"948",25500," Diesel",1598,136,320,10.3,4.5,119,1156,117,"NO","YES","YES","YES"
"949",27400," Diesel",1598,136,320,9.9,4.1,106,1268,104,"NO","YES","YES","YES"
"950",11300," Gasoline",998,72,95,14.3,3.8,88,921,0,"YES","NO","NO","NO"
"951",11700," Gasoline",998,72,95,14.3,3.8,88,921,0,"YES","NO","NO","NO"
"952",12400," Gasoline",998,72,95,14.3,3.8,88,921,0,"YES","NO","NO","NO"
"953",12600," Gasoline",998,72,95,14.3,4.2,97,833,87,"YES","NO","NO","NO"
"954",13400," Gasoline",998,72,95,14.3,3.8,88,921,0,"YES","NO","NO","NO"
"955",19900," Gasoline",1199,100,205,10.9,5.5,122,800,146,"NO","YES","YES","YES"
"956",21400," Gasoline",1199,130,230,8.9,5.7,129,772,155,"NO","YES","YES","YES"
"957",21900," Gasoline",1199,100,205,10.9,5.5,122,800,146,"NO","YES","YES","YES"
"958",25000," Gasoline",1199,130,230,8.9,5.7,129,772,155,"NO","YES","YES","YES"
"959",25000," Gasoline",1199,130,230,9.1,6.2,137,710,164,"NO","YES","YES","YES"
"960",27400," Gasoline",1199,130,230,9.1,6.2,137,710,164,"NO","YES","YES","YES"
"961",27400," Gasoline",1199,130,230,8.9,5.7,129,772,155,"NO","YES","YES","YES"
"962",36400," Gasoline",1199,155,240,8.2,5.2,140,846,168,"NO","YES","YES","YES"
"963",21400," Diesel",1499,100,250,11.4,4.5,118,978,116,"NO","YES","YES","YES"
"964",25400," Diesel",1499,100,250,11.4,4.5,118,978,116,"NO","YES","YES","YES"
"966",13580," Gasoline",1199,75,118,13.2,4.1,93,976,84,"YES","NO","NO","YES"
"967",14950," Gasoline",1199,75,118,13.2,4.1,93,976,84,"YES","NO","NO","YES"
"968",16200," Gasoline",1199,100,205,9.9,4.2,97,1048,87,"YES","NO","NO","YES"
"969",16300," Gasoline",1199,75,118,13.2,4.1,93,976,84,"NO","YES","YES","YES"
"970",17100," Gasoline",1199,100,205,9.9,4.2,97,1048,87,"NO","YES","YES","YES"
"971",17200," Gasoline",1199,100,205,10.8,4.3,99,1023,89,"YES","NO","NO","YES"
"972",19500," Gasoline",1199,100,205,10.8,4.3,99,1023,89,"NO","YES","YES","YES"
"973",21100," Gasoline",1199,100,205,9.9,4.2,97,1048,87,"NO","YES","YES","YES"
"974",21700," Gasoline",1199,100,205,10.8,4.3,99,1023,89,"NO","YES","YES","YES"
"975",21700," Gasoline",1199,129,230,8.7,4.4,103,1000,101,"NO","YES","YES","YES"
"976",16500," Diesel",1499,75,250,10.2,3.3,86,1242,0,"YES","NO","NO","YES"
"977",17200," Diesel",1499,75,250,10.2,3.3,86,1242,0,"YES","NO","NO","YES"
"978",19400," Diesel",1499,75,250,10.2,3.3,86,1242,0,"NO","YES","YES","YES"
"979",21600," Diesel",1499,75,250,10.2,3.3,86,1242,0,"NO","YES","YES","YES"
"980",26400," Gasoline",1199,130,230,9.5,5.1,119,1039,117,"YES","NO","YES","YES"
"981",27200," Gasoline",1199,130,230,9.5,5.1,119,1039,117,"NO","YES","YES","YES"
"982",32400," Gasoline",1199,130,230,9.5,5.1,119,1039,117,"NO","YES","YES","YES"
"983",32200," Diesel",1499,130,300,10.8,4.3,111,1233,109,"NO","YES","YES","YES"
"984",34200," Diesel",1499,130,300,10.8,4.3,111,1233,109,"NO","YES","YES","YES"
"985",35900," Gasoline",1598,180,250,8,5.8,131,914,157,"NO","YES","YES","YES"
"986",36700," Gasoline",1598,180,250,8,5.8,131,914,157,"NO","YES","YES","YES"
"987",46900," Diesel",1997,180,400,8.9,4.8,124,1104,149,"NO","YES","YES","YES"
"989",15150," Diesel",1499,100,250,11.2,4.3,112,1163,110,"YES","NO","NO","NO"
"990",16450," Diesel",1499,100,250,11.2,4.3,112,1163,110,"YES","NO","YES","NO"
"991",17450," Diesel",1499,100,250,11.2,4.3,112,1163,110,"NO","YES","YES","YES"
"992",16900," Gasoline",1199,110,205,11.1,4.6,105,1152,103,"YES","NO","YES","YES"
"993",21000," Gasoline",1199,130,230,9.6,4.6,107,1152,105,"YES","NO","YES","YES"
"994",19500," Diesel",1499,100,250,11.5,3.7,98,1432,88,"NO","YES","NO","YES"
"995",21300," Diesel",1499,100,250,11.5,3.7,98,1432,88,"NO","YES","YES","YES"
"996",21600," Diesel",1499,130,300,9.8,3.5,93,1514,84,"NO","YES","YES","YES"
"997",35000," Gasoline",1598,225,285,7.5,5.6,130,946,156,"NO","YES","YES","YES"
"998",35000," Diesel",1997,181,400,8.4,4,103,1325,101,"NO","YES","YES","YES"
"999",27400," Diesel",1499,130,300,11.4,4.2,108,1333,106,"YES","NO","YES","YES"
"1000",33000," Diesel",1499,130,300,11.4,4.2,108,1333,106,"NO","YES","YES","YES"
"1001",35200," Diesel",1499,130,300,11.4,4.2,108,1333,106,"NO","YES","YES","YES"
"1002",27400," Gasoline",1598,130,230,10.9,5.1,117,1098,115,"YES","NO","YES","YES"
"1003",32000," Gasoline",1598,130,230,10.9,5.1,117,1098,115,"NO","YES","YES","YES"
"1004",34500," Gasoline",1598,130,230,10.9,5.1,117,1098,115,"NO","YES","YES","YES"
"1005",29900," Diesel",1499,130,300,9.7,3.9,104,1410,102,"YES","NO","YES","YES"
"1006",33500," Diesel",1499,130,300,9.7,3.9,104,1410,102,"NO","YES","YES","YES"
"1007",35500," Diesel",1499,130,300,10,3.8,102,1447,100,"NO","YES","YES","YES"
"1008",36000," Diesel",1499,130,300,9.7,3.9,104,1410,102,"NO","YES","YES","YES"
"1009",41000," Diesel",1499,130,300,10,3.8,102,1447,100,"NO","YES","YES","YES"
"1010",41500," Diesel",1499,130,300,9.7,3.9,104,1410,102,"NO","YES","YES","YES"
"1011",43500," Diesel",1499,130,300,10,3.8,102,1447,100,"NO","YES","YES","YES"
"1012",36500," Gasoline",1598,180,250,7.9,5.4,125,1148,150,"NO","YES","YES","YES"
"1013",42000," Gasoline",1598,180,250,7.9,5.4,125,1148,150,"NO","YES","YES","YES"
"1014",44500," Gasoline",1598,180,250,7.9,5.4,125,1148,150,"NO","YES","YES","YES"
"1015",53000," Gasoline",1598,225,300,7.3,5.7,124,1088,149,"NO","YES","YES","YES"
"1016",53000," Diesel",1997,180,400,8.3,4.7,131,1170,157,"NO","YES","YES","YES"
"1017",75150," Gasoline",1998,300,380,5.1,7.4,168,730,412,"NO","YES","NO","YES"
"1018",77950," Gasoline",1998,300,380,5.1,7.4,168,730,412,"NO","YES","NO","YES"
"1019",94300," Gasoline",2497,350,420,4.6,8.1,184,790,512,"NO","YES","NO","YES"
"1020",97200," Gasoline",2497,350,420,4.6,8.1,184,790,512,"NO","YES","NO","YES"
"1021",140750," Gasoline",2981,370,450,4.6,8.3,190,771,528,"NO","YES","NO","YES"
"1022",156950," Gasoline",2981,370,450,4.5,8.7,201,782,613,"NO","YES","NO","YES"
"1023",160850," Gasoline",2981,420,500,4.3,8.7,199,736,553,"NO","YES","NO","YES"
"1024",177800," Gasoline",2981,420,500,4.2,8.9,204,764,622,"NO","YES","NO","YES"
"1025",262400," Gasoline",3800,540,710,3,9.1,212,747,647,"NO","YES","NO","YES"
"1026",303950," Gasoline",3800,580,750,2.9,9.1,212,747,647,"NO","YES","NO","YES"
"1027",289100," Gasoline",3996,500,460,3.3,12.7,296,504,1101,"NO","YES","NO","YES"
"1028",86900," Diesel",2967,258,580,6.3,6.1,159,984,294,"NO","YES","YES","YES"
"1029",92800," Gasoline",2997,340,460,5.4,8.7,204,747,622,"NO","YES","YES","YES"
"1030",126450," Gasoline",3604,400,550,4.8,8.9,208,730,634,"NO","YES","YES","YES"
"1031",129300,"Hybrid",2984,462,700,4.6,2.5,56,3000,0,"NO","YES","YES","YES"
"1032",165000," Gasoline",2984,440,550,4.4,8.2,186,915,517,"NO","YES","YES","YES"
"1033",128000," Gasoline",2995,330,450,5.7,7.6,173,987,424,"NO","YES","YES","YES"
"1034",133600," Gasoline",2995,330,450,5.5,7.8,177,962,434,"NO","YES","YES","YES"
"1035",231200," Gasoline",3996,550,770,3.8,9.4,214,798,653,"NO","YES","YES","YES"
"1036",57100," Mild-Hybird",1997,200,320,8.5,7.7,176,870,431,"NO","YES","YES","YES"
"1037",62200," Mild-Hybird",1997,249,365,7.5,7.9,180,848,441,"NO","YES","YES","YES"
"1038",68600," Mild-Hybird",1997,300,400,6.6,8.1,186,827,517,"NO","YES","YES","YES"
"1039",55100," Diesel Mild-Hybird",1999,150,380,11.2,5.6,149,1161,276,"NO","YES","YES","YES"
"1040",55400," Diesel",1999,150,380,10.5,5.4,143,1204,265,"NO","YES","YES","YES"
"1041",57600," Diesel Mild-Hybird",1999,180,430,9.3,5.7,150,1140,278,"NO","YES","YES","YES"
"1042",61000," Diesel Mild-Hybird",1999,240,500,7.7,6.2,163,1048,399,"NO","YES","YES","YES"
"1043",80400," Gasoline",1997,300,400,6,7.8,178,808,436,"NO","YES","YES","YES"
"1044",89100," Gasoline",1997,300,400,6,7.8,178,808,436,"NO","YES","YES","YES"
"1045",74000," Diesel",1999,180,430,8.9,5.4,142,1111,263,"NO","YES","YES","YES"
"1046",79800," Diesel",1999,240,500,7.3,5.8,154,1034,285,"NO","YES","YES","YES"
"1047",82600," Diesel",1999,180,430,8.9,5.4,142,1111,263,"NO","YES","YES","YES"
"1048",88400," Diesel",1999,240,500,7.3,5.8,154,1034,285,"NO","YES","YES","YES"
"1049",89400," Diesel",2993,300,400,6.5,6.4,178,1031,436,"NO","YES","YES","YES"
"1050",98200," Diesel",2993,300,400,6.5,6.4,178,1031,436,"NO","YES","YES","YES"
"1051",95600," Gasoline",2995,380,450,5.7,9.4,214,670,653,"NO","YES","YES","YES"
"1052",104900," Gasoline",2995,380,450,5.7,9.4,214,670,653,"NO","YES","YES","YES"
"1053",16880," Gasoline",999,101,160,13.3,5.9,133,814,160,"YES","NO","YES","YES"
"1055",17730," Gasoline",999,101,160,13.3,5.9,133,814,160,"YES","NO","YES","YES"
"1057",20550," Gasoline",999,101,160,13.3,5.9,133,814,160,"NO","YES","YES","YES"
"1059",20800," Gasoline",1333,131,240,10.6,6.2,141,774,261,"YES","NO","YES","YES"
"1060",22330," Gasoline",1333,131,240,10.6,6.2,141,774,261,"NO","YES","YES","YES"
"1061",22330," Gasoline",1333,131,240,9.6,6.2,139,774,167,"YES","NO","YES","YES"
"1062",26650," Gasoline",1333,131,240,9.6,6.2,139,774,167,"NO","YES","YES","YES"
"1063",32880," Gasoline",1333,154,270,8.6,6.2,139,774,167,"NO","YES","YES","YES"
"1065",20850," Diesel",1461,116,260,11.9,4.7,123,1021,148,"YES","NO","YES","YES"
"1066",21850," Diesel",1461,116,260,11.9,4.7,123,1021,148,"YES","NO","YES","YES"
"1068",25490," Diesel",1461,116,260,11.9,4.7,123,1021,148,"NO","YES","YES","YES"
"1069",25650," Diesel",1461,116,260,11,4.6,122,1043,146,"YES","NO","YES","YES"
"1070",29850," Diesel",1461,116,260,11,4.6,122,1043,146,"NO","YES","YES","YES"
"1071",32950," Diesel",1461,116,260,11,4.6,122,1043,146,"NO","YES","YES","YES"
"1073",14690," Gasoline",999,100,160,11.8,4.4,100,955,90,"YES","NO","YES","YES"
"1075",15540," Gasoline",999,100,160,11.8,4.4,100,955,90,"YES","NO","YES","YES"
"1076",16490," Gasoline",999,100,160,11.8,4.4,100,955,90,"NO","YES","YES","YES"
"1079",20790," Gasoline",1333,130,240,9,5.2,119,808,117,"NO","YES","YES","YES"
"1080",21740," Gasoline",1333,130,240,9,5.2,119,808,117,"NO","YES","YES","YES"
"1081",25980," Gasoline",1333,130,240,9,5.2,119,808,117,"NO","YES","YES","YES"
"1082",14790," Diesel",1461,85,220,14.7,3.6,95,1083,86,"YES","NO","YES","YES"
"1083",17080," Diesel",1461,85,220,14.7,3.6,95,1083,86,"NO","YES","YES","YES"
"1084",19790," Diesel",1461,115,260,9.9,3.6,95,1083,86,"NO","YES","YES","YES"
"1085",21620," Diesel",1461,115,260,9.9,3.6,95,1083,86,"NO","YES","YES","YES"
"1086",24980," Diesel",1461,115,260,9.9,3.6,95,1083,86,"NO","YES","YES","YES"
"1087",20850," Gasoline",1197,130,205,10.1,5.6,126,982,151,"YES","NO","YES","YES"
"1088",22090," Gasoline",1197,130,205,10.1,5.6,126,982,151,"NO","YES","YES","YES"
"1089",22340," Diesel",1461,110,260,11.9,3.8,99,1447,89,"YES","NO","YES","YES"
"1090",25490," Diesel",1461,110,260,11.9,3.8,99,1447,89,"NO","YES","YES","YES"
"1091",27220," Diesel",1461,110,260,11.7,3.8,99,1447,89,"NO","YES","YES","YES"
"1092",30760," Diesel",1461,110,260,11.7,3.8,99,1447,89,"NO","YES","YES","YES"
"1093",29560," Diesel",1598,130,320,9.9,4.3,113,1279,111,"NO","YES","YES","YES"
"1094",31340," Diesel",1598,130,320,9.9,4.3,113,1279,111,"NO","YES","YES","YES"
"1095",32420," Diesel",1598,130,320,10.5,4.8,126,1146,151,"NO","YES","YES","YES"
"1096",34030," Diesel",1598,130,320,10.5,4.8,126,1146,151,"NO","YES","YES","YES"
"1097",17150," Gasoline",1198,100,175,12.3,5.4,120,870,118,"YES","NO","YES","YES"
"1098",19480," Gasoline",1198,100,175,12.3,5.4,120,870,118,"NO","YES","YES","YES"
"1099",21450," Gasoline",1198,130,205,10.6,5.5,123,855,148,"YES","NO","YES","YES"
"1100",23950," Gasoline",1198,130,205,10.6,5.5,123,855,148,"NO","YES","YES","YES"
"1101",18890," Diesel",1461,90,220,13.4,3.7,95,1270,86,"YES","NO","YES","YES"
"1102",19980," Diesel",1461,90,220,13.4,3.7,95,1270,86,"NO","YES","YES","YES"
"1103",20480," Diesel",1461,90,220,13.4,3.7,95,1270,86,"YES","NO","YES","YES"
"1104",20890," Diesel",1461,110,260,11.3,3.9,100,1205,90,"NO","YES","YES","YES"
"1105",21390," Diesel",1461,110,260,11.3,3.9,100,1205,90,"YES","NO","YES","YES"
"1106",26200," Diesel",1598,130,320,10,4,105,1175,103,"NO","YES","YES","YES"
"1111",12910," Gasoline",898,90,135,10.8,4.3,99,814,89,"YES","NO","NO","YES"
"1112",10840," Gasoline",999,70,91,14.5,4.5,95,778,86,"YES","NO","NO","NO"
"1113",11780," Gasoline",999,70,91,14.5,4.5,95,778,86,"YES","NO","NO","YES"
"1114",32955," Gasoline",1390,150,240,10.7,7.2,167,972,409,"NO","YES","YES","YES"
"1115",34955," Gasoline",1390,150,240,9.9,7.6,178,921,436,"NO","YES","YES","YES"
"1116",15245," Gasoline",999,95,175,11.4,4.9,111,816,109,"YES","NO","NO","NO"
"1117",16455," Gasoline",999,95,175,11.4,4.9,111,816,109,"YES","NO","YES","NO"
"1118",16855," Gasoline",999,115,200,9.8,4.9,113,816,111,"YES","NO","YES","NO"
"1120",19055," Gasoline",999,115,200,10,5,113,800,111,"YES","NO","YES","NO"
"1121",19455," Gasoline",999,115,200,9.8,4.9,113,816,111,"NO","YES","YES","YES"
"1122",19455," Gasoline",999,115,200,9.8,4.9,113,816,111,"NO","YES","YES","YES"
"1123",21200," Gasoline",999,115,200,10,5,113,800,111,"NO","YES","YES","YES"
"1124",19950," Gasoline",1498,150,250,8.3,5.1,115,784,113,"NO","YES","YES","YES"
"1125",16850," Diesel",1598,95,250,11.9,4,105,1000,103,"YES","NO","NO","NO"
"1126",17250," Diesel",1598,95,250,11.9,4,105,1000,103,"YES","YES","NO","NO"
"1127",17250," Diesel",1598,115,250,10.1,4.1,108,976,106,"YES","NO","YES","NO"
"1128",20155," Diesel",1598,115,250,10.1,4.1,108,976,106,"NO","YES","YES","YES"
"1129",20155," Diesel",1598,115,250,10.1,4.1,108,976,106,"NO","YES","YES","YES"
"1130",20700," Gasoline",999,115,200,10.7,5.4,122,926,146,"YES","NO","YES","NO"
"1131",21850," Gasoline",999,115,200,10.7,5.4,122,926,146,"NO","YES","YES","YES"
"1132",26055," Gasoline",1395,150,250,8.5,5.3,122,943,146,"NO","YES","YES","YES"
"1133",26600," Gasoline",1498,150,250,8.5,5.5,126,1000,151,"NO","YES","YES","YES"
"1134",27655," Diesel",1498,150,250,8.6,5.7,129,965,155,"NO","YES","YES","YES"
"1135",32400," Gasoline",1498,150,250,8.5,5.5,126,1000,151,"NO","YES","YES","YES"
"1136",32855," Gasoline",1498,150,250,9.2,6.5,149,846,276,"NO","YES","YES","YES"
"1137",33255," Diesel",1498,150,250,8.6,5.7,129,965,155,"NO","YES","YES","YES"
"1138",34855," Gasoline",1498,150,250,9.2,6.5,149,846,276,"NO","YES","YES","YES"
"1139",21655," Diesel",1598,115,250,11.5,4.3,113,1163,111,"YES","NO","YES","NO"
"1140",22155," Diesel",1598,115,250,11.5,4.3,113,1163,111,"NO","YES","YES","YES"
"1141",12405," Gasoline",999,75,95,14.7,4.9,112,816,110,"YES","NO","NO","YES"
"1142",13855," Gasoline",999,95,175,10.9,4.7,106,851,104,"YES","NO","YES","YES"
"1143",14355," Gasoline",999,115,200,9.3,4.7,108,851,106,"YES","NO","YES","YES"
"1144",15405," Gasoline",999,115,200,9.3,4.7,108,851,106,"NO","YES","YES","YES"
"1145",15905," Gasoline",999,115,200,9.3,4.7,108,851,106,"NO","YES","YES","YES"
"1146",15905," Gasoline",999,95,175,10.9,4.7,106,851,104,"NO","YES","YES","YES"
"1162",9100," Gasoline",999,60,95,14.4,4.5,105,778,103,"YES","NO","NO","NO"
"1163",9500," Gasoline",999,60,95,14.4,4.5,105,778,103,"YES","NO","NO","NO"
